sent_id,item_id,verb,sentence_type,np_order,target,option,alt_option,prompt,alt_prompt,answer_option,answer,raw_probs
73,37,detest,IC,high_pl,Evelyn detests the supporters of the candidate who ___. ,"1) has, 2) have","1) have, 2) has","Sentence: Evelyn detests the supporters of the candidate who ___.  Options: 1) has, 2) have. Answer: ","Sentence: Evelyn detests the supporters of the candidate who ___.  Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00014454192, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00014454192), TopLogprob(token='2', bytes=[50], logprob=-8.842621), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.096104), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.775227), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-20.615534)])]"
74,37,work,nonIC,high_pl,Evelyn works with the supporters of the candidate who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Evelyn works with the supporters of the candidate who ___. Options: 1) has, 2) have. Answer: ","Sentence: Evelyn works with the supporters of the candidate who ___. Options: 1) have, 2) has. Answer: ","1) have, 2) has",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0019481527, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0019481527), TopLogprob(token='2', bytes=[50], logprob=-6.2419024), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.554197), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.432106), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.655977)])]"
75,38,comfort,IC,high_pl,Ken comforted the children of the actress who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ken comforted the children of the actress who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ken comforted the children of the actress who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.01653973, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.01653973), TopLogprob(token='2', bytes=[50], logprob=-4.1102705), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.05906), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.552996), TopLogprob(token='(', bytes=[40], logprob=-19.011839)])]"
76,38,babysit,nonIC,high_pl,Ken babysat the children of the actress who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ken babysat the children of the actress who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ken babysat the children of the actress who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.1398757e-05, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.1398757e-05), TopLogprob(token='1', bytes=[49], logprob=-11.457874), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.250664), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-16.802149), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.303549)])]"
77,39,congratulate,IC,high_pl,Henry congratulated the architects of the homeowner who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Henry congratulated the architects of the homeowner who ___. Options: 1) was, 2) were. Answer: ","Sentence: Henry congratulated the architects of the homeowner who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0055077802, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0055077802), TopLogprob(token='1', bytes=[49], logprob=-5.2044005), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.242129), TopLogprob(token='(', bytes=[40], logprob=-18.381495), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-18.85611)])]"
78,39,count,nonIC,high_pl,Henry counted the architects of the homeowner who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Henry counted the architects of the homeowner who ___. Options: 1) was, 2) were. Answer: ","Sentence: Henry counted the architects of the homeowner who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00047261795, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00047261795), TopLogprob(token='2', bytes=[50], logprob=-7.658067), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.471645), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.392296), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-18.499763)])]"
79,40,mock,IC,high_pl,Olivia mocked the apprentices of the carpenter who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Olivia mocked the apprentices of the carpenter who ___. Options: 1) was, 2) were. Answer: ","Sentence: Olivia mocked the apprentices of the carpenter who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.0280384e-06), TopLogprob(token='2', bytes=[50], logprob=-14.219878), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.21724), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.592215), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-18.768438)])]"
80,40,talk,nonIC,high_pl,Olivia talked to the apprentices of the carpenter who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Olivia talked to the apprentices of the carpenter who ___. Options: 1) was, 2) were. Answer: ","Sentence: Olivia talked to the apprentices of the carpenter who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.8425554e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.8425554e-06), TopLogprob(token='2', bytes=[50], logprob=-12.367066), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.960259), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-16.034407), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.140467)])]"
81,41,scold,IC,high_pl,Ashley scolded the children of the historian who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ashley scolded the children of the historian who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ashley scolded the children of the historian who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.2664457e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.2664457e-06), TopLogprob(token='2', bytes=[50], logprob=-13.739434), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.002138), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.93064), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.330961)])]"
82,41,babysit,nonIC,high_pl,Ashley studied with the children of the historian who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ashley studied with the children of the historian who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ashley studied with the children of the historian who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0025453395, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0025453395), TopLogprob(token='1', bytes=[49], logprob=-5.9748354), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.318327), TopLogprob(token='(', bytes=[40], logprob=-18.672651), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-19.498535)])]"
83,42,stare,IC,high_pl,Daniel stared at the clients of the designer who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Daniel stared at the clients of the designer who ___. Options: 1) was, 2) were. Answer: ","Sentence: Daniel stared at the clients of the designer who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.2664457e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.2664457e-06), TopLogprob(token='2', bytes=[50], logprob=-13.838685), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.528268), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.694906), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.483648)])]"
84,42,count,nonIC,high_pl,Daniel counted the clients of the designer who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Daniel counted the clients of the designer who ___. Options: 1) was, 2) were. Answer: ","Sentence: Daniel counted the clients of the designer who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-3.1281633e-07), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.779621), TopLogprob(token='2', bytes=[50], logprob=-16.111027), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.832047), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.87542)])]"
85,43,assist,IC,high_pl,Megan assisted the photographers of the bride who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Megan assisted the photographers of the bride who ___. Options: 1) was, 2) were. Answer: ","Sentence: Megan assisted the photographers of the bride who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0033724615, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0033724615), TopLogprob(token='2', bytes=[50], logprob=-5.6938405), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.614155), TopLogprob(token='(', bytes=[40], logprob=-20.741886), TopLogprob(token=' ', bytes=[32], logprob=-20.793186)])]"
86,43,joke,nonIC,high_pl,Megan joked with the photographers of the bride who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Megan joked with the photographers of the bride who ___. Options: 1) was, 2) were. Answer: ","Sentence: Megan joked with the photographers of the bride who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-2.220075e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-2.220075e-06), TopLogprob(token='2', bytes=[50], logprob=-13.179728), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.52466), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.319899), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.67541)])]"
87,44,trust,IC,high_pl,Lucas trusted the instructors of the pilot who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Lucas trusted the instructors of the pilot who ___. Options: 1) was, 2) were. Answer: ","Sentence: Lucas trusted the instructors of the pilot who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0007269674, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0007269674), TopLogprob(token='1', bytes=[49], logprob=-7.2273088), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.650053), TopLogprob(token='(', bytes=[40], logprob=-18.852558), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.487423)])]"
88,44,wait,nonIC,high_pl,Lucas waited with the instructors of the pilot who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Lucas waited with the instructors of the pilot who ___. Options: 1) was, 2) were. Answer: ","Sentence: Lucas waited with the instructors of the pilot who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.004222759, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.004222759), TopLogprob(token='2', bytes=[50], logprob=-5.469387), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.652536), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-18.013363), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.448727)])]"
89,45,correct,IC,high_pl,Michelle corrected the advisers of the officer who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Michelle corrected the advisers of the officer who ___. Options: 1) was, 2) were. Answer: ","Sentence: Michelle corrected the advisers of the officer who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-6.17027e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-6.17027e-05), TopLogprob(token='2', bytes=[50], logprob=-9.705323), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.168767), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.903784), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.286812)])]"
90,45,stand,nonIC,high_pl,Michelle stood near the advisers of the officer who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Michelle stood near the advisers of the officer who ___. Options: 1) was, 2) were. Answer: ","Sentence: Michelle stood near the advisers of the officer who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.0280384e-06), TopLogprob(token='2', bytes=[50], logprob=-14.017781), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.613306), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.85926), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.432127)])]"
91,46,comfort,IC,high_pl,Oliver comforted the advisees of the specialist who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Oliver comforted the advisees of the specialist who ___. Options: 1) was, 2) were. Answer: ","Sentence: Oliver comforted the advisees of the specialist who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00010425841, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00010425841), TopLogprob(token='2', bytes=[50], logprob=-9.172574), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.919873), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.607315), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.763546)])]"
92,46,gossip,nonIC,high_pl,Oliver gossiped with the advisees of the specialist who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Oliver gossiped with the advisees of the specialist who ___. Options: 1) was, 2) were. Answer: ","Sentence: Oliver gossiped with the advisees of the specialist who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.3202e-07), TopLogprob(token='2', bytes=[50], logprob=-15.098122), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.924582), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.379766), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.437086)])]"
93,47,envy,IC,high_pl,Rebecca envies the contractors of the homeowner who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Rebecca envies the contractors of the homeowner who ___. Options: 1) has, 2) have. Answer: ","Sentence: Rebecca envies the contractors of the homeowner who ___. Options: 1) have, 2) has. Answer: ","1) have, 2) has",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.08984229, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.08984229), TopLogprob(token='1', bytes=[49], logprob=-2.454287), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.277971), TopLogprob(token='(', bytes=[40], logprob=-18.880201), TopLogprob(token=' ', bytes=[32], logprob=-19.953056)])]"
94,47,recognize,nonIC,high_pl,Rebecca recognizes the contractors of the homeowner who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Rebecca recognizes the contractors of the homeowner who ___. Options: 1) has, 2) have. Answer: ","Sentence: Rebecca recognizes the contractors of the homeowner who ___. Options: 1) have, 2) has. Answer: ","1) have, 2) has",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0071208533, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0071208533), TopLogprob(token='1', bytes=[49], logprob=-4.9483004), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.655395), TopLogprob(token='(', bytes=[40], logprob=-18.765873), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.091518)])]"
95,48,value,IC,high_pl,Sebastian values the caretakers of the patient who ___.,"1) is, 2) are","1) are, 2) is","Sentence: Sebastian values the caretakers of the patient who ___. Options: 1) is, 2) are. Answer: ","Sentence: Sebastian values the caretakers of the patient who ___. Options: 1) are, 2) is. Answer: ","1) is, 2) are",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.004807703, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.004807703), TopLogprob(token='2', bytes=[50], logprob=-5.339967), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.789121), TopLogprob(token='(', bytes=[40], logprob=-20.291319), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-20.30059)])]"
96,48,jog,nonIC,high_pl,Sebastian jogs with the caretakers of the patient who ___.,"1) is, 2) are","1) are, 2) is","Sentence: Sebastian jogs with the caretakers of the patient who ___. Options: 1) is, 2) are. Answer: ","Sentence: Sebastian jogs with the caretakers of the patient who ___. Options: 1) are, 2) is. Answer: ","1) are, 2) is",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.2948405e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.2948405e-05), TopLogprob(token='2', bytes=[50], logprob=-11.265665), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.836721), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.892088), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.759918)])]"
97,49,fear,IC,high_pl,Emma fears the colleagues of the architect who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Emma fears the colleagues of the architect who ___. Options: 1) has, 2) have. Answer: ","Sentence: Emma fears the colleagues of the architect who ___. Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.24296516, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.24296516), TopLogprob(token='2', bytes=[50], logprob=-1.5338626), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.437169), TopLogprob(token='(', bytes=[40], logprob=-19.609112), TopLogprob(token=' ', bytes=[32], logprob=-19.801489)])]"
98,49,know,nonIC,high_pl,Emma knows the colleagues of the architect who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Emma knows the colleagues of the architect who ___. Options: 1) has, 2) have. Answer: ","Sentence: Emma knows the colleagues of the architect who ___. Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.6444635e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.6444635e-05), TopLogprob(token='2', bytes=[50], logprob=-9.981641), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.018265), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.288633), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.576263)])]"
99,50,notice,IC,high_pl,Ryan noticed the consultants of the entrepreneur who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ryan noticed the consultants of the entrepreneur who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ryan noticed the consultants of the entrepreneur who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-2.9756122e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-2.9756122e-05), TopLogprob(token='2', bytes=[50], logprob=-10.427293), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.892688), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.90298), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.29057)])]"
100,50,meet,nonIC,high_pl,Ryan met the consultants of the entrepreneur who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ryan met the consultants of the entrepreneur who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ryan met the consultants of the entrepreneur who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-9.610702e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-9.610702e-06), TopLogprob(token='2', bytes=[50], logprob=-11.578699), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.33536), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.849264), TopLogprob(token=' ', bytes=[32], logprob=-19.854187)])]"
101,51,praise,IC,high_sg,Amy praised the guardian of the children who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Amy praised the guardian of the children who ___. Options: 1) was, 2) were. Answer: ","Sentence: Amy praised the guardian of the children who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.6240566e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.6240566e-06), TopLogprob(token='2', bytes=[50], logprob=-13.530264), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.360514), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.98934), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.10613)])]"
102,51,talk,nonIC,high_sg,Amy talked to the guardian of the children who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Amy talked to the guardian of the children who ___. Options: 1) was, 2) were. Answer: ","Sentence: Amy talked to the guardian of the children who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.0921943e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.0921943e-05), TopLogprob(token='2', bytes=[50], logprob=-11.476266), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.656421), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-17.40622), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.774227)])]"
103,52,hate,IC,high_sg,Jonathon hates the supervisor of the artisans who ___.,"1) is, 2) are","1) are, 2) is","Sentence: Jonathon hates the supervisor of the artisans who ___. Options: 1) is, 2) are. Answer: ","Sentence: Jonathon hates the supervisor of the artisans who ___. Options: 1) are, 2) is. Answer: ","1) is, 2) are",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-5.8365e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-5.8365e-05), TopLogprob(token='2', bytes=[50], logprob=-9.75118), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.146479), TopLogprob(token=' ', bytes=[32], logprob=-20.45704), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-20.78685)])]"
104,52,live,nonIC,high_sg,Jonathon lives next to the supervisor of the artisans who ___.,"1) is, 2) are","1) are, 2) is","Sentence: Jonathon lives next to the supervisor of the artisans who ___. Options: 1) is, 2) are. Answer: ","Sentence: Jonathon lives next to the supervisor of the artisans who ___. Options: 1) are, 2) is. Answer: ","1) are, 2) is",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.0280384e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.0280384e-06), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.375619), TopLogprob(token='2', bytes=[50], logprob=-15.901853), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-16.116518), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.737606)])]"
105,53,blame,IC,high_sg,Natalie blamed the principal of the teachers who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Natalie blamed the principal of the teachers who ___. Options: 1) was, 2) were. Answer: ","Sentence: Natalie blamed the principal of the teachers who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00051800517, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00051800517), TopLogprob(token='2', bytes=[50], logprob=-7.565978), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.217674), TopLogprob(token='(', bytes=[40], logprob=-20.614388), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-21.199102)])]"
106,53,resemble,nonIC,high_sg,Natalie resembled the principal of the teachers who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Natalie resembled the principal of the teachers who ___. Options: 1) was, 2) were. Answer: ","Sentence: Natalie resembled the principal of the teachers who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.17040612, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.17040612), TopLogprob(token='1', bytes=[49], logprob=-1.853565), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.955124), TopLogprob(token='(', bytes=[40], logprob=-19.371641), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.81912)])]"
107,54,help,IC,high_sg,Alex helped the counselor of the highschoolers who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Alex helped the counselor of the highschoolers who ___. Options: 1) was, 2) were. Answer: ","Sentence: Alex helped the counselor of the highschoolers who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-5.5122365e-07), TopLogprob(token='2', bytes=[50], logprob=-14.934354), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.728204), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.750563), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.988882)])]"
108,54,greet,nonIC,high_sg,Alex greeted the counselor of the highschoolers who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Alex greeted the counselor of the highschoolers who ___. Options: 1) was, 2) were. Answer: ","Sentence: Alex greeted the counselor of the highschoolers who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0047620228, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0047620228), TopLogprob(token='1', bytes=[49], logprob=-5.3495193), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.371427), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.72151), TopLogprob(token='(', bytes=[40], logprob=-19.017935)])]"
