sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
143,36,pacify,IC,low,sg,Charlotte pacified the patients of the therapist who was, was,-2.2887308597564697,"[('Charlotte', -10.501594543457031), (' pac', -15.185545921325684), ('ified', -3.6631269454956055), (' the', -2.8435862064361572), (' patients', -9.476006507873535), (' of', -2.8284249305725098), (' the', -1.680078387260437), (' therapist', -12.67625617980957), (' who', -2.6190342903137207), (' was', -2.2887308597564697)]"
144,36,greet,nonIC,low,sg,Charlotte greeted the patients of the therapist who was, was,-1.9052793979644775,"[('Charlotte', -10.501594543457031), (' greeted', -12.904810905456543), (' the', -2.809243679046631), (' patients', -7.893991947174072), (' of', -4.104706764221191), (' the', -1.4117945432662964), (' therapist', -12.692338943481445), (' who', -2.8954806327819824), (' was', -1.9052793979644775)]"
145,37,detest,IC,high,pl,Evelyn detests the supporters of the candidate who have, have,-5.347440719604492,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' det', -14.448062896728516), ('ests', -2.005459785461426), (' the', -1.7009164094924927), (' supporters', -13.577676773071289), (' of', -0.3171195983886719), (' the', -1.3226441144943237), (' candidate', -6.583273887634277), (' who', -1.4930671453475952), (' have', -5.347440719604492)]"
146,37,work,nonIC,high,pl,Evelyn works with the supporters of the candidate who have, have,-4.035487174987793,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' works', -9.361174583435059), (' with', -1.6763724088668823), (' the', -2.4588842391967773), (' supporters', -10.948771476745605), (' of', -0.7488699555397034), (' the', -1.11392080783844), (' candidate', -10.19764518737793), (' who', -2.332601308822632), (' have', -4.035487174987793)]"
147,37,detest,IC,low,sg,Evelyn detests the supporters of the candidate who has, has,-2.5853612422943115,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' det', -14.448062896728516), ('ests', -2.005459785461426), (' the', -1.7009164094924927), (' supporters', -13.577676773071289), (' of', -0.3171195983886719), (' the', -1.3226441144943237), (' candidate', -6.583273887634277), (' who', -1.4930671453475952), (' has', -2.5853612422943115)]"
148,37,work,nonIC,low,sg,Evelyn works with the supporters of the candidate who has, has,-2.3846676349639893,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' works', -9.361174583435059), (' with', -1.6763724088668823), (' the', -2.4588842391967773), (' supporters', -10.948771476745605), (' of', -0.7488699555397034), (' the', -1.11392080783844), (' candidate', -10.19764518737793), (' who', -2.332601308822632), (' has', -2.3846676349639893)]"
149,38,comfort,IC,high,pl,Ken comforted the children of the actress who were, were,-3.6963083744049072,"[('Ken', -9.35666275024414), (' comfort', -18.646757125854492), ('ed', -4.031966686248779), (' the', -2.971897602081299), (' children', -3.983006000518799), (' of', -3.684674024581909), (' the', -1.6463388204574585), (' actress', -13.880406379699707), (' who', -2.511613130569458), (' were', -3.6963083744049072)]"
150,38,babysit,nonIC,high,pl,Ken babysat the children of the actress who were, were,-7.065235137939453,"[('Ken', -9.35666275024414), (' babys', -16.626338958740234), ('at', -1.476241111755371), (' the', -2.989985704421997), (' children', -3.3461811542510986), (' of', -2.0758466720581055), (' the', -2.6040263175964355), (' actress', -7.701147079467773), (' who', -1.9959478378295898), (' were', -7.065235137939453)]"
151,38,comfort,IC,low,sg,Ken comforted the children of the actress who was, was,-1.7142126560211182,"[('Ken', -9.35666275024414), (' comfort', -18.646757125854492), ('ed', -4.031966686248779), (' the', -2.971897602081299), (' children', -3.983006000518799), (' of', -3.684674024581909), (' the', -1.6463388204574585), (' actress', -13.880406379699707), (' who', -2.511613130569458), (' was', -1.7142126560211182)]"
152,38,babysit,nonIC,low,sg,Ken babysat the children of the actress who was, was,-1.7054173946380615,"[('Ken', -9.35666275024414), (' babys', -16.626338958740234), ('at', -1.476241111755371), (' the', -2.989985704421997), (' children', -3.3461811542510986), (' of', -2.0758466720581055), (' the', -2.6040263175964355), (' actress', -7.701147079467773), (' who', -1.9959478378295898), (' was', -1.7054173946380615)]"
153,39,congratulate,IC,high,pl,Henry congratulated the architects of the homeowner who were, were,-4.4646406173706055,"[('Henry', -9.894845962524414), (' congrat', -12.88047981262207), ('ulated', -1.562394142150879), (' the', -1.6719084978103638), (' architects', -8.93398666381836), (' of', -1.7006618976593018), (' the', -0.4279807507991791), (' homeowner', -14.82693862915039), (' who', -4.417983055114746), (' were', -4.4646406173706055)]"
154,39,count,nonIC,high,pl,Henry counted the architects of the homeowner who were, were,-3.2099781036376953,"[('Henry', -9.894845962524414), (' counted', -11.454970359802246), (' the', -1.4307764768600464), (' architects', -13.270895957946777), (' of', -2.514681816101074), (' the', -0.7807815670967102), (' homeowner', -14.183650970458984), (' who', -3.996263027191162), (' were', -3.2099781036376953)]"
155,39,congratulate,IC,low,sg,Henry congratulated the architects of the homeowner who was, was,-3.698727607727051,"[('Henry', -9.894845962524414), (' congrat', -12.88047981262207), ('ulated', -1.562394142150879), (' the', -1.6719084978103638), (' architects', -8.93398666381836), (' of', -1.7006618976593018), (' the', -0.4279807507991791), (' homeowner', -14.82693862915039), (' who', -4.417983055114746), (' was', -3.698727607727051)]"
156,39,count,nonIC,low,sg,Henry counted the architects of the homeowner who was, was,-2.550821304321289,"[('Henry', -9.894845962524414), (' counted', -11.454970359802246), (' the', -1.4307764768600464), (' architects', -13.270895957946777), (' of', -2.514681816101074), (' the', -0.7807815670967102), (' homeowner', -14.183650970458984), (' who', -3.996263027191162), (' was', -2.550821304321289)]"
157,40,mock,IC,high,pl,Olivia mocked the apprentices of the carpenter who were, were,-3.118027925491333,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' mocked', -15.334336280822754), (' the', -2.724561929702759), (' apprentices', -12.410137176513672), (' of', -4.127872467041016), (' the', -1.3324469327926636), (' carp', -8.043922424316406), ('enter', -0.5963178873062134), (' who', -2.924669027328491), (' were', -3.118027925491333)]"
158,40,talk,nonIC,high,pl,Olivia talked to the apprentices of the carpenter who were, were,-3.4793591499328613,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' talked', -10.870109558105469), (' to', -1.3467674255371094), (' the', -2.3759422302246094), (' apprentices', -11.734678268432617), (' of', -4.211759567260742), (' the', -0.9849012494087219), (' carp', -6.816474437713623), ('enter', -1.4000582695007324), (' who', -4.204339981079102), (' were', -3.4793591499328613)]"
159,40,mock,IC,low,sg,Olivia mocked the apprentices of the carpenter who was, was,-2.157618761062622,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' mocked', -15.334336280822754), (' the', -2.724561929702759), (' apprentices', -12.410137176513672), (' of', -4.127872467041016), (' the', -1.3324469327926636), (' carp', -8.043922424316406), ('enter', -0.5963178873062134), (' who', -2.924669027328491), (' was', -2.157618761062622)]"
160,40,talk,nonIC,low,sg,Olivia talked to the apprentices of the carpenter who was, was,-1.6538187265396118,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' talked', -10.870109558105469), (' to', -1.3467674255371094), (' the', -2.3759422302246094), (' apprentices', -11.734678268432617), (' of', -4.211759567260742), (' the', -0.9849012494087219), (' carp', -6.816474437713623), ('enter', -1.4000582695007324), (' who', -4.204339981079102), (' was', -1.6538187265396118)]"
161,41,scold,IC,high,pl,Ashley scolded the children of the historian who were, were,-4.113272666931152,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' sc', -11.712441444396973), ('old', -5.1697235107421875), ('ed', -0.04276784509420395), (' the', -3.363480567932129), (' children', -4.100681781768799), (' of', -5.385470867156982), (' the', -1.171223521232605), (' historian', -13.574019432067871), (' who', -3.2081823348999023), (' were', -4.113272666931152)]"
162,41,babysit,nonIC,high,pl,Ashley studied with the children of the historian who were, were,-6.650271415710449,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' studied', -10.038159370422363), (' with', -5.0913214683532715), (' the', -2.0938310623168945), (' children', -8.977790832519531), (' of', -0.889042854309082), (' the', -1.7210619449615479), (' historian', -11.146259307861328), (' who', -7.087603569030762), (' were', -6.650271415710449)]"
163,41,scold,IC,low,sg,Ashley scolded the children of the historian who was, was,-2.4844255447387695,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' sc', -11.712441444396973), ('old', -5.1697235107421875), ('ed', -0.04276784509420395), (' the', -3.363480567932129), (' children', -4.100681781768799), (' of', -5.385470867156982), (' the', -1.171223521232605), (' historian', -13.574019432067871), (' who', -3.2081823348999023), (' was', -2.4844255447387695)]"
164,41,babysit,nonIC,low,sg,Ashley studied with the children of the historian who was, was,-2.484553337097168,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' studied', -10.038159370422363), (' with', -5.0913214683532715), (' the', -2.0938310623168945), (' children', -8.977790832519531), (' of', -0.889042854309082), (' the', -1.7210619449615479), (' historian', -11.146259307861328), (' who', -7.087603569030762), (' was', -2.484553337097168)]"
165,42,stare,IC,high,pl,Daniel stared at the clients of the designer who were, were,-4.9162797927856445,"[('Daniel', -9.441862106323242), (' stared', -12.475021362304688), (' at', -0.5755499005317688), (' the', -0.4799066483974457), (' clients', -12.505884170532227), (' of', -4.358678817749023), (' the', -0.9359073638916016), (' designer', -11.105193138122559), (' who', -3.047091245651245), (' were', -4.9162797927856445)]"
166,42,count,nonIC,high,pl,Daniel counted the clients of the designer who were, were,-2.7598774433135986,"[('Daniel', -9.441862106323242), (' counted', -13.923203468322754), (' the', -0.9812509417533875), (' clients', -12.831729888916016), (' of', -2.2754693031311035), (' the', -1.0843145847320557), (' designer', -11.036409378051758), (' who', -3.1223678588867188), (' were', -2.7598774433135986)]"
167,42,stare,IC,low,sg,Daniel stared at the clients of the designer who was, was,-1.477730631828308,"[('Daniel', -9.441862106323242), (' stared', -12.475021362304688), (' at', -0.5755499005317688), (' the', -0.4799066483974457), (' clients', -12.505884170532227), (' of', -4.358678817749023), (' the', -0.9359073638916016), (' designer', -11.105193138122559), (' who', -3.047091245651245), (' was', -1.477730631828308)]"
168,42,count,nonIC,low,sg,Daniel counted the clients of the designer who was, was,-2.5230934619903564,"[('Daniel', -9.441862106323242), (' counted', -13.923203468322754), (' the', -0.9812509417533875), (' clients', -12.831729888916016), (' of', -2.2754693031311035), (' the', -1.0843145847320557), (' designer', -11.036409378051758), (' who', -3.1223678588867188), (' was', -2.5230934619903564)]"
169,43,assist,IC,high,pl,Megan assisted the photographers of the bride who were, were,-1.603623390197754,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' assisted', -14.464574813842773), (' the', -2.3468213081359863), (' photographers', -9.841681480407715), (' of', -3.8047902584075928), (' the', -1.520993709564209), (' bride', -9.282880783081055), (' who', -5.9995832443237305), (' were', -1.603623390197754)]"
170,43,joke,nonIC,high,pl,Megan joked with the photographers of the bride who were, were,-3.3094005584716797,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' joked', -12.648903846740723), (' with', -2.3655669689178467), (' the', -2.0773160457611084), (' photographers', -5.929986000061035), (' of', -5.2092180252075195), (' the', -1.3208134174346924), (' bride', -8.782434463500977), (' who', -5.126011848449707), (' were', -3.3094005584716797)]"
171,43,assist,IC,low,sg,Megan assisted the photographers of the bride who was, was,-1.385899543762207,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' assisted', -14.464574813842773), (' the', -2.3468213081359863), (' photographers', -9.841681480407715), (' of', -3.8047902584075928), (' the', -1.520993709564209), (' bride', -9.282880783081055), (' who', -5.9995832443237305), (' was', -1.385899543762207)]"
172,43,joke,nonIC,low,sg,Megan joked with the photographers of the bride who was, was,-1.5081520080566406,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' joked', -12.648903846740723), (' with', -2.3655669689178467), (' the', -2.0773160457611084), (' photographers', -5.929986000061035), (' of', -5.2092180252075195), (' the', -1.3208134174346924), (' bride', -8.782434463500977), (' who', -5.126011848449707), (' was', -1.5081520080566406)]"
173,44,trust,IC,high,pl,Lucas trusted the instructors of the pilot who were, were,-4.313407897949219,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' trusted', -16.167573928833008), (' the', -2.1542086601257324), (' instructors', -9.37436294555664), (' of', -2.5849013328552246), (' the', -1.049538254737854), (' pilot', -8.0660400390625), (' who', -5.57572078704834), (' were', -4.313407897949219)]"
174,44,wait,nonIC,high,pl,Lucas waited with the instructors of the pilot who were, were,-2.4005327224731445,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' waited', -13.166160583496094), (' with', -4.304998874664307), (' the', -2.13869047164917), (' instructors', -10.554742813110352), (' of', -3.63336181640625), (' the', -0.7248328924179077), (' pilot', -6.650086879730225), (' who', -6.166742324829102), (' were', -2.4005327224731445)]"
175,44,trust,IC,low,sg,Lucas trusted the instructors of the pilot who was, was,-2.1323509216308594,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' trusted', -16.167573928833008), (' the', -2.1542086601257324), (' instructors', -9.37436294555664), (' of', -2.5849013328552246), (' the', -1.049538254737854), (' pilot', -8.0660400390625), (' who', -5.57572078704834), (' was', -2.1323509216308594)]"
176,44,wait,nonIC,low,sg,Lucas waited with the instructors of the pilot who was, was,-1.6844512224197388,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' waited', -13.166160583496094), (' with', -4.304998874664307), (' the', -2.13869047164917), (' instructors', -10.554742813110352), (' of', -3.63336181640625), (' the', -0.7248328924179077), (' pilot', -6.650086879730225), (' who', -6.166742324829102), (' was', -1.6844512224197388)]"
177,45,correct,IC,high,pl,Michelle corrected the advisers of the officer who were, were,-5.155998229980469,"[('Michelle', -10.330873489379883), (' corrected', -15.349250793457031), (' the', -1.9601223468780518), (' advisers', -14.213825225830078), (' of', -3.711670160293579), (' the', -1.1497756242752075), (' officer', -9.944299697875977), (' who', -1.923857569694519), (' were', -5.155998229980469)]"
178,45,stand,nonIC,high,pl,Michelle stood near the advisers of the officer who were, were,-6.062195777893066,"[('Michelle', -10.330873489379883), (' stood', -10.092696189880371), (' near', -5.149551868438721), (' the', -0.26086896657943726), (' advisers', -16.41226577758789), (' of', -3.43629789352417), (' the', -0.8007556796073914), (' officer', -9.267325401306152), (' who', -2.0446958541870117), (' were', -6.062195777893066)]"
179,45,correct,IC,low,sg,Michelle corrected the advisers of the officer who was, was,-2.252758264541626,"[('Michelle', -10.330873489379883), (' corrected', -15.349250793457031), (' the', -1.9601223468780518), (' advisers', -14.213825225830078), (' of', -3.711670160293579), (' the', -1.1497756242752075), (' officer', -9.944299697875977), (' who', -1.923857569694519), (' was', -2.252758264541626)]"
180,45,stand,nonIC,low,sg,Michelle stood near the advisers of the officer who was, was,-1.7964582443237305,"[('Michelle', -10.330873489379883), (' stood', -10.092696189880371), (' near', -5.149551868438721), (' the', -0.26086896657943726), (' advisers', -16.41226577758789), (' of', -3.43629789352417), (' the', -0.8007556796073914), (' officer', -9.267325401306152), (' who', -2.0446958541870117), (' was', -1.7964582443237305)]"
181,46,comfort,IC,high,pl,Oliver comforted the advisees of the specialist who were, were,-3.470947504043579,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' comfort', -13.719038009643555), ('ed', -4.312498092651367), (' the', -2.6275062561035156), (' advise', -14.303995132446289), ('es', -2.0167431831359863), (' of', -2.964632034301758), (' the', -1.227287769317627), (' specialist', -10.373922348022461), (' who', -3.28196120262146), (' were', -3.470947504043579)]"
182,46,gossip,nonIC,high,pl,Oliver gossiped with the advisees of the specialist who were, were,-3.83492112159729,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' g', -11.05547046661377), ('oss', -5.208374977111816), ('iped', -11.677093505859375), (' with', -1.4928810596466064), (' the', -2.4080312252044678), (' advise', -13.356635093688965), ('es', -2.737849473953247), (' of', -2.0423378944396973), (' the', -1.6511420011520386), (' specialist', -10.96478271484375), (' who', -3.796334981918335), (' were', -3.83492112159729)]"
183,46,comfort,IC,low,sg,Oliver comforted the advisees of the specialist who was, was,-2.426985025405884,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' comfort', -13.719038009643555), ('ed', -4.312498092651367), (' the', -2.6275062561035156), (' advise', -14.303995132446289), ('es', -2.0167431831359863), (' of', -2.964632034301758), (' the', -1.227287769317627), (' specialist', -10.373922348022461), (' who', -3.28196120262146), (' was', -2.426985025405884)]"
184,46,gossip,nonIC,low,sg,Oliver gossiped with the advisees of the specialist who was, was,-2.0940515995025635,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' g', -11.05547046661377), ('oss', -5.208374977111816), ('iped', -11.677093505859375), (' with', -1.4928810596466064), (' the', -2.4080312252044678), (' advise', -13.356635093688965), ('es', -2.737849473953247), (' of', -2.0423378944396973), (' the', -1.6511420011520386), (' specialist', -10.96478271484375), (' who', -3.796334981918335), (' was', -2.0940515995025635)]"
185,47,envy,IC,high,pl,Rebecca envies the contractors of the homeowner who have, have,-3.638651132583618,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' env', -16.558757781982422), ('ies', -0.6458908319473267), (' the', -1.9579267501831055), (' contractors', -12.88757610321045), (' of', -4.501105308532715), (' the', -1.2694249153137207), (' homeowner', -9.792630195617676), (' who', -1.8485267162322998), (' have', -3.638651132583618)]"
186,47,recognize,nonIC,high,pl,Rebecca recognizes the contractors of the homeowner who have, have,-2.568138837814331,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' recognizes', -12.969143867492676), (' the', -1.3552358150482178), (' contractors', -14.086231231689453), (' of', -4.109720230102539), (' the', -1.014782190322876), (' homeowner', -11.145772933959961), (' who', -3.363016128540039), (' have', -2.568138837814331)]"
187,47,envy,IC,low,sg,Rebecca envies the contractors of the homeowner who has, has,-2.307670831680298,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' env', -16.558757781982422), ('ies', -0.6458908319473267), (' the', -1.9579267501831055), (' contractors', -12.88757610321045), (' of', -4.501105308532715), (' the', -1.2694249153137207), (' homeowner', -9.792630195617676), (' who', -1.8485267162322998), (' has', -2.307670831680298)]"
188,47,recognize,nonIC,low,sg,Rebecca recognizes the contractors of the homeowner who has, has,-2.7586467266082764,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' recognizes', -12.969143867492676), (' the', -1.3552358150482178), (' contractors', -14.086231231689453), (' of', -4.109720230102539), (' the', -1.014782190322876), (' homeowner', -11.145772933959961), (' who', -3.363016128540039), (' has', -2.7586467266082764)]"
189,48,value,IC,high,pl,Sebastian values the caretakers of the patient who are, are,-1.9658271074295044,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' values', -13.906538009643555), (' the', -1.7219370603561401), (' caret', -12.992166519165039), ('akers', -1.7489850521087646), (' of', -1.6169463396072388), (' the', -1.2897191047668457), (' patient', -7.981599807739258), (' who', -3.8255512714385986), (' are', -1.9658271074295044)]"
190,48,jog,nonIC,high,pl,Sebastian jogs with the caretakers of the patient who are, are,-4.9851531982421875,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' j', -10.537075996398926), ('ogs', -14.459157943725586), (' with', -2.8015341758728027), (' the', -2.2726101875305176), (' caret', -11.761466979980469), ('akers', -1.6337627172470093), (' of', -1.6715617179870605), (' the', -0.8563620448112488), (' patient', -8.515976905822754), (' who', -2.1370725631713867), (' are', -4.9851531982421875)]"
191,48,value,IC,low,sg,Sebastian values the caretakers of the patient who is, is,-2.336726188659668,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' values', -13.906538009643555), (' the', -1.7219370603561401), (' caret', -12.992166519165039), ('akers', -1.7489850521087646), (' of', -1.6169463396072388), (' the', -1.2897191047668457), (' patient', -7.981599807739258), (' who', -3.8255512714385986), (' is', -2.336726188659668)]"
192,48,jog,nonIC,low,sg,Sebastian jogs with the caretakers of the patient who is, is,-1.567846417427063,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' j', -10.537075996398926), ('ogs', -14.459157943725586), (' with', -2.8015341758728027), (' the', -2.2726101875305176), (' caret', -11.761466979980469), ('akers', -1.6337627172470093), (' of', -1.6715617179870605), (' the', -0.8563620448112488), (' patient', -8.515976905822754), (' who', -2.1370725631713867), (' is', -1.567846417427063)]"
193,49,fear,IC,high,pl,Emma fears the colleagues of the architect who have, have,-5.295969009399414,"[('Emma', -10.598648071289062), (' fears', -11.745506286621094), (' the', -2.4955177307128906), (' colleagues', -13.384830474853516), (' of', -3.195091485977173), (' the', -1.971078634262085), (' architect', -8.012489318847656), (' who', -1.7622144222259521), (' have', -5.295969009399414)]"
194,49,know,nonIC,high,pl,Emma knows the colleagues of the architect who have, have,-5.206027984619141,"[('Emma', -10.598648071289062), (' knows', -8.616796493530273), (' the', -2.692495107650757), (' colleagues', -13.327520370483398), (' of', -3.17744779586792), (' the', -1.6562539339065552), (' architect', -8.806617736816406), (' who', -2.3505961894989014), (' have', -5.206027984619141)]"
195,49,fear,IC,low,sg,Emma fears the colleagues of the architect who has, has,-2.38173508644104,"[('Emma', -10.598648071289062), (' fears', -11.745506286621094), (' the', -2.4955177307128906), (' colleagues', -13.384830474853516), (' of', -3.195091485977173), (' the', -1.971078634262085), (' architect', -8.012489318847656), (' who', -1.7622144222259521), (' has', -2.38173508644104)]"
196,49,know,nonIC,low,sg,Emma knows the colleagues of the architect who has, has,-2.391071319580078,"[('Emma', -10.598648071289062), (' knows', -8.616796493530273), (' the', -2.692495107650757), (' colleagues', -13.327520370483398), (' of', -3.17744779586792), (' the', -1.6562539339065552), (' architect', -8.806617736816406), (' who', -2.3505961894989014), (' has', -2.391071319580078)]"
197,50,notice,IC,high,pl,Ryan noticed the consultants of the entrepreneur who were, were,-3.8425354957580566,"[('Ryan', -9.874509811401367), (' noticed', -12.87466049194336), (' the', -2.1991994380950928), (' consultants', -13.862035751342773), (' of', -5.216804504394531), (' the', -1.1522738933563232), (' entrepreneur', -10.268545150756836), (' who', -3.6766912937164307), (' were', -3.8425354957580566)]"
198,50,meet,nonIC,high,pl,Ryan met the consultants of the entrepreneur who were, were,-6.095215797424316,"[('Ryan', -9.874509811401367), (' met', -9.107664108276367), (' the', -3.096468210220337), (' consultants', -11.306497573852539), (' of', -3.3222880363464355), (' the', -1.6890558004379272), (' entrepreneur', -10.972127914428711), (' who', -3.76800799369812), (' were', -6.095215797424316)]"
199,50,notice,IC,low,sg,Ryan noticed the consultants of the entrepreneur who was, was,-1.9371744394302368,"[('Ryan', -9.874509811401367), (' noticed', -12.87466049194336), (' the', -2.1991994380950928), (' consultants', -13.862035751342773), (' of', -5.216804504394531), (' the', -1.1522738933563232), (' entrepreneur', -10.268545150756836), (' who', -3.6766912937164307), (' was', -1.9371744394302368)]"
200,50,meet,nonIC,low,sg,Ryan met the consultants of the entrepreneur who was, was,-2.2273013591766357,"[('Ryan', -9.874509811401367), (' met', -9.107664108276367), (' the', -3.096468210220337), (' consultants', -11.306497573852539), (' of', -3.3222880363464355), (' the', -1.6890558004379272), (' entrepreneur', -10.972127914428711), (' who', -3.76800799369812), (' was', -2.2273013591766357)]"
201,51,praise,IC,high,sg,Amy praised the guardian of the children who was, was,-2.812631845474243,"[('Amy', -10.057281494140625), (' praised', -13.102235794067383), (' the', -1.7014434337615967), (' guardian', -11.940763473510742), (' of', -1.9376981258392334), (' the', -0.8901052474975586), (' children', -4.618227005004883), (' who', -3.3665201663970947), (' was', -2.812631845474243)]"
202,51,talk,nonIC,high,sg,Amy talked to the guardian of the children who was, was,-4.340385913848877,"[('Amy', -10.057281494140625), (' talked', -10.619537353515625), (' to', -1.5611222982406616), (' the', -2.436469554901123), (' guardian', -9.225151062011719), (' of', -3.0142674446105957), (' the', -0.9567940831184387), (' children', -6.724188327789307), (' who', -2.8608932495117188), (' was', -4.340385913848877)]"
203,51,praise,IC,low,pl,Amy praised the guardian of the children who were, were,-3.5504324436187744,"[('Amy', -10.057281494140625), (' praised', -13.102235794067383), (' the', -1.7014434337615967), (' guardian', -11.940763473510742), (' of', -1.9376981258392334), (' the', -0.8901052474975586), (' children', -4.618227005004883), (' who', -3.3665201663970947), (' were', -3.5504324436187744)]"
204,51,talk,nonIC,low,pl,Amy talked to the guardian of the children who were, were,-1.5757032632827759,"[('Amy', -10.057281494140625), (' talked', -10.619537353515625), (' to', -1.5611222982406616), (' the', -2.436469554901123), (' guardian', -9.225151062011719), (' of', -3.0142674446105957), (' the', -0.9567940831184387), (' children', -6.724188327789307), (' who', -2.8608932495117188), (' were', -1.5757032632827759)]"
205,52,hate,IC,high,sg,Jonathon hates the supervisor of the artisans who is, is,-3.770721197128296,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' hates', -13.393999099731445), (' the', -2.2935564517974854), (' supervisor', -12.705472946166992), (' of', -2.2880537509918213), (' the', -0.8857285380363464), (' artisans', -12.956496238708496), (' who', -2.3713784217834473), (' is', -3.770721197128296)]"
206,52,live,nonIC,high,sg,Jonathon lives next to the supervisor of the artisans who is, is,-6.649026870727539,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' lives', -9.069656372070312), (' next', -6.890542507171631), (' to', -1.3518040180206299), (' the', -1.311022400856018), (' supervisor', -11.559019088745117), (' of', -1.0058513879776), (' the', -0.8768447041511536), (' artisans', -13.21220588684082), (' who', -2.2306907176971436), (' is', -6.649026870727539)]"
207,52,hate,IC,low,pl,Jonathon hates the supervisor of the artisans who are, are,-2.288438558578491,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' hates', -13.393999099731445), (' the', -2.2935564517974854), (' supervisor', -12.705472946166992), (' of', -2.2880537509918213), (' the', -0.8857285380363464), (' artisans', -12.956496238708496), (' who', -2.3713784217834473), (' are', -2.288438558578491)]"
208,52,live,nonIC,low,pl,Jonathon lives next to the supervisor of the artisans who are, are,-2.898832082748413,"[('Jon', -9.964359283447266), ('athon', -3.854339361190796), (' lives', -9.069656372070312), (' next', -6.890542507171631), (' to', -1.3518040180206299), (' the', -1.311022400856018), (' supervisor', -11.559019088745117), (' of', -1.0058513879776), (' the', -0.8768447041511536), (' artisans', -13.21220588684082), (' who', -2.2306907176971436), (' are', -2.898832082748413)]"
209,53,blame,IC,high,sg,Natalie blamed the principal of the teachers who was, was,-5.703514575958252,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' blamed', -14.383609771728516), (' the', -2.0894527435302734), (' principal', -9.16524600982666), (' of', -2.909386396408081), (' the', -1.2211503982543945), (' teachers', -9.220758438110352), (' who', -5.724594593048096), (' was', -5.703514575958252)]"
210,53,resemble,nonIC,high,sg,Natalie resembled the principal of the teachers who was, was,-4.580469131469727,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' resembled', -14.091203689575195), (' the', -1.898934245109558), (' principal', -9.432689666748047), (' of', -1.9321849346160889), (' the', -1.1491155624389648), (' teachers', -9.149190902709961), (' who', -4.3274946212768555), (' was', -4.580469131469727)]"
211,53,blame,IC,low,pl,Natalie blamed the principal of the teachers who were, were,-2.2521042823791504,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' blamed', -14.383609771728516), (' the', -2.0894527435302734), (' principal', -9.16524600982666), (' of', -2.909386396408081), (' the', -1.2211503982543945), (' teachers', -9.220758438110352), (' who', -5.724594593048096), (' were', -2.2521042823791504)]"
212,53,resemble,nonIC,low,pl,Natalie resembled the principal of the teachers who were, were,-2.6933839321136475,"[('N', -6.180722713470459), ('atal', -4.741525650024414), ('ie', -0.4316079020500183), (' resembled', -14.091203689575195), (' the', -1.898934245109558), (' principal', -9.432689666748047), (' of', -1.9321849346160889), (' the', -1.1491155624389648), (' teachers', -9.149190902709961), (' who', -4.3274946212768555), (' were', -2.6933839321136475)]"
