sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
98,25,run,nonIC,exp,Rachel ran into the trainee who was misinterpreting her intention ,"Rachel ran into the trainee who was misinterpreting her intention , because", because,-4.795248031616211,"[('Rachel', -10.505834579467773), (' ran', -10.386639595031738), (' into', -3.1111135482788086), (' the', -2.0130038261413574), (' train', -7.512497425079346), ('ee', -5.958911895751953), (' who', -3.628081798553467), (' was', -1.6302992105484009), (' mis', -9.648101806640625), ('interpre', -3.903275966644287), ('ting', -0.0007521660882048309), (' her', -1.3395063877105713), (' intention', -6.175924777984619), (',', -7.141060829162598), (' because', -4.795248031616211)]"
99,25,correct,IC,nonexp,Rachel corrected the trainee who was misinterpreting her intention,"Rachel corrected the trainee who was misinterpreting her intention, and", and,-1.4427815675735474,"[('Rachel', -10.505834579467773), (' corrected', -13.736075401306152), (' the', -2.082645893096924), (' train', -8.937313079833984), ('ee', -2.590014696121216), (' who', -3.681811809539795), (' was', -1.9926292896270752), (' mis', -5.101027011871338), ('interpre', -2.213934898376465), ('ting', -0.0005240259342826903), (' her', -2.2099504470825195), (' intention', -6.4085187911987305), (',', -2.667415142059326), (' and', -1.4427815675735474)]"
100,25,run,nonIC,nonexp,Rachel ran into the trainee who was misinterpreting her intention ,"Rachel ran into the trainee who was misinterpreting her intention , and", and,-1.2390973567962646,"[('Rachel', -10.505834579467773), (' ran', -10.386639595031738), (' into', -3.1111135482788086), (' the', -2.0130038261413574), (' train', -7.512497425079346), ('ee', -5.958911895751953), (' who', -3.628081798553467), (' was', -1.6302992105484009), (' mis', -9.648101806640625), ('interpre', -3.903275966644287), ('ting', -0.0007521660882048309), (' her', -1.3395063877105713), (' intention', -6.175924777984619), (',', -7.141060829162598), (' and', -1.2390973567962646)]"
101,26,thank,IC,exp,James thanked the analyst who was willing to take on the extra work,"James thanked the analyst who was willing to take on the extra work, because", because,-4.597546100616455,"[('James', -8.642207145690918), (' thanked', -14.782702445983887), (' the', -2.1086814403533936), (' analyst', -9.773480415344238), (' who', -2.764899730682373), (' was', -3.121645450592041), (' willing', -4.877301216125488), (' to', -0.015729287639260292), (' take', -3.126986265182495), (' on', -2.816801071166992), (' the', -0.7487179040908813), (' extra', -4.927720069885254), (' work', -1.1256904602050781), (',', -2.1977906227111816), (' because', -4.597546100616455)]"
102,26,chat,nonIC,exp,James chatted with the analyst who was willing to take on the extra work,"James chatted with the analyst who was willing to take on the extra work, because", because,-4.796229362487793,"[('James', -8.642207145690918), (' ch', -10.794743537902832), ('atted', -4.739531517028809), (' with', -0.5434371829032898), (' the', -2.578542470932007), (' analyst', -10.163162231445312), (' who', -3.1113505363464355), (' was', -2.884517192840576), (' willing', -7.6671247482299805), (' to', -0.019806699827313423), (' take', -3.466538190841675), (' on', -2.85269832611084), (' the', -0.63245689868927), (' extra', -6.457314491271973), (' work', -1.980744481086731), (',', -2.739126443862915), (' because', -4.796229362487793)]"
103,26,thank,IC,nonexp,James thanked the analyst who was willing to take on the extra work,"James thanked the analyst who was willing to take on the extra work, and", and,-1.116979956626892,"[('James', -8.642207145690918), (' thanked', -14.782702445983887), (' the', -2.1086814403533936), (' analyst', -9.773480415344238), (' who', -2.764899730682373), (' was', -3.121645450592041), (' willing', -4.877301216125488), (' to', -0.015729287639260292), (' take', -3.126986265182495), (' on', -2.816801071166992), (' the', -0.7487179040908813), (' extra', -4.927720069885254), (' work', -1.1256904602050781), (',', -2.1977906227111816), (' and', -1.116979956626892)]"
104,26,chat,nonIC,nonexp,James chatted with the analyst who was willing to take on the extra work,"James chatted with the analyst who was willing to take on the extra work, and", and,-1.1828604936599731,"[('James', -8.642207145690918), (' ch', -10.794743537902832), ('atted', -4.739531517028809), (' with', -0.5434371829032898), (' the', -2.578542470932007), (' analyst', -10.163162231445312), (' who', -3.1113505363464355), (' was', -2.884517192840576), (' willing', -7.6671247482299805), (' to', -0.019806699827313423), (' take', -3.466538190841675), (' on', -2.85269832611084), (' the', -0.63245689868927), (' extra', -6.457314491271973), (' work', -1.980744481086731), (',', -2.739126443862915), (' and', -1.1828604936599731)]"
105,27,envy,IC,exp,Zoey envies the representative who is well-known by the locals,"Zoey envies the representative who is well-known by the locals, because", because,-4.288691520690918,"[('Z', -7.610641956329346), ('o', -3.76591157913208), ('ey', -2.2497174739837646), (' env', -16.033058166503906), ('ies', -0.6867454648017883), (' the', -2.1371192932128906), (' representative', -14.835653305053711), (' who', -2.363847255706787), (' is', -2.3452954292297363), (' well', -6.657773971557617), ('-known', -2.6020071506500244), (' by', -4.250779151916504), (' the', -1.416548490524292), (' locals', -4.784923076629639), (',', -1.9785748720169067), (' because', -4.288691520690918)]"
106,27,resemble,nonIC,exp,Zoey resembles the representative who is well-known by the locals,"Zoey resembles the representative who is well-known by the locals, because", because,-4.690465927124023,"[('Z', -7.610641956329346), ('o', -3.76591157913208), ('ey', -2.2497174739837646), (' resembles', -12.159564018249512), (' the', -1.8778010606765747), (' representative', -12.579354286193848), (' who', -5.761431694030762), (' is', -2.7188799381256104), (' well', -5.729537487030029), ('-known', -1.1253982782363892), (' by', -4.276397228240967), (' the', -1.1085211038589478), (' locals', -7.557497024536133), (',', -2.686293601989746), (' because', -4.690465927124023)]"
107,27,envy,IC,nonexp,Zoey envies the representative who is well-known by the locals,"Zoey envies the representative who is well-known by the locals, and", and,-2.0225439071655273,"[('Z', -7.610641956329346), ('o', -3.76591157913208), ('ey', -2.2497174739837646), (' env', -16.033058166503906), ('ies', -0.6867454648017883), (' the', -2.1371192932128906), (' representative', -14.835653305053711), (' who', -2.363847255706787), (' is', -2.3452954292297363), (' well', -6.657773971557617), ('-known', -2.6020071506500244), (' by', -4.250779151916504), (' the', -1.416548490524292), (' locals', -4.784923076629639), (',', -1.9785748720169067), (' and', -2.0225439071655273)]"
108,27,resemble,nonIC,nonexp,Zoey resembles the representative who is well-known by the locals,"Zoey resembles the representative who is well-known by the locals, and", and,-2.174856185913086,"[('Z', -7.610641956329346), ('o', -3.76591157913208), ('ey', -2.2497174739837646), (' resembles', -12.159564018249512), (' the', -1.8778010606765747), (' representative', -12.579354286193848), (' who', -5.761431694030762), (' is', -2.7188799381256104), (' well', -5.729537487030029), ('-known', -1.1253982782363892), (' by', -4.276397228240967), (' the', -1.1085211038589478), (' locals', -7.557497024536133), (',', -2.686293601989746), (' and', -2.174856185913086)]"
109,28,value,IC,exp,Stephen values the accountant who is diligent and hard-working,"Stephen values the accountant who is diligent and hard-working, because", because,-5.956849098205566,"[('Stephen', -9.671680450439453), (' values', -14.680547714233398), (' the', -1.6458731889724731), (' accountant', -12.626611709594727), (' who', -3.60579776763916), (' is', -2.452972650527954), (' diligent', -6.633439064025879), (' and', -1.1784827709197998), (' hard', -3.7121522426605225), ('-working', -1.262786865234375), (',', -1.3761484622955322), (' because', -5.956849098205566)]"
110,28,meet,nonIC,exp,Stephen met the accountant who is diligent and hard-working,"Stephen met the accountant who is diligent and hard-working, because", because,-6.615808963775635,"[('Stephen', -9.671680450439453), (' met', -10.263233184814453), (' the', -3.0875015258789062), (' accountant', -10.046488761901855), (' who', -2.270946741104126), (' is', -3.3014631271362305), (' diligent', -12.52601432800293), (' and', -1.1719896793365479), (' hard', -3.2289834022521973), ('-working', -1.3074992895126343), (',', -1.5743811130523682), (' because', -6.615808963775635)]"
111,28,value,IC,nonexp,Stephen values the accountant who is diligent and hard-working,"Stephen values the accountant who is diligent and hard-working, and", and,-1.5026675462722778,"[('Stephen', -9.671680450439453), (' values', -14.680547714233398), (' the', -1.6458731889724731), (' accountant', -12.626611709594727), (' who', -3.60579776763916), (' is', -2.452972650527954), (' diligent', -6.633439064025879), (' and', -1.1784827709197998), (' hard', -3.7121522426605225), ('-working', -1.262786865234375), (',', -1.3761484622955322), (' and', -1.5026675462722778)]"
112,28,meet,nonIC,nonexp,Stephen met the accountant who is diligent and hard-working,"Stephen met the accountant who is diligent and hard-working, and", and,-1.7279638051986694,"[('Stephen', -9.671680450439453), (' met', -10.263233184814453), (' the', -3.0875015258789062), (' accountant', -10.046488761901855), (' who', -2.270946741104126), (' is', -3.3014631271362305), (' diligent', -12.52601432800293), (' and', -1.1719896793365479), (' hard', -3.2289834022521973), ('-working', -1.3074992895126343), (',', -1.5743811130523682), (' and', -1.7279638051986694)]"
113,29,fear,IC,exp,Liz fears the lawyer who is stern and humorless,"Liz fears the lawyer who is stern and humorless, because", because,-4.962169170379639,"[('L', -6.079422473907471), ('iz', -4.936002731323242), (' fears', -10.96385383605957), (' the', -2.57283878326416), (' lawyer', -10.241369247436523), (' who', -2.620729446411133), (' is', -3.0298352241516113), (' stern', -12.700966835021973), (' and', -1.032214641571045), (' humor', -7.8128342628479), ('less', -0.008267583325505257), (',', -2.5940017700195312), (' because', -4.962169170379639)]"
114,29,recognize,nonIC,exp,Liz recognizes the lawyer who is stern and humorless,"Liz recognizes the lawyer who is stern and humorless, because", because,-5.223739147186279,"[('L', -6.079422473907471), ('iz', -4.936002731323242), (' recognizes', -12.5225191116333), (' the', -1.4832763671875), (' lawyer', -11.685569763183594), (' who', -2.2718162536621094), (' is', -2.4841034412384033), (' stern', -12.703689575195312), (' and', -1.3582816123962402), (' humor', -8.03729248046875), ('less', -0.0288492850959301), (',', -1.747689962387085), (' because', -5.223739147186279)]"
115,29,fear,IC,nonexp,Liz fears the lawyer who is stern and humorless,"Liz fears the lawyer who is stern and humorless, and", and,-1.8594144582748413,"[('L', -6.079422473907471), ('iz', -4.936002731323242), (' fears', -10.96385383605957), (' the', -2.57283878326416), (' lawyer', -10.241369247436523), (' who', -2.620729446411133), (' is', -3.0298352241516113), (' stern', -12.700966835021973), (' and', -1.032214641571045), (' humor', -7.8128342628479), ('less', -0.008267583325505257), (',', -2.5940017700195312), (' and', -1.8594144582748413)]"
116,29,recognize,nonIC,nonexp,Liz recognizes the lawyer who is stern and humorless,"Liz recognizes the lawyer who is stern and humorless, and", and,-1.7579511404037476,"[('L', -6.079422473907471), ('iz', -4.936002731323242), (' recognizes', -12.5225191116333), (' the', -1.4832763671875), (' lawyer', -11.685569763183594), (' who', -2.2718162536621094), (' is', -2.4841034412384033), (' stern', -12.703689575195312), (' and', -1.3582816123962402), (' humor', -8.03729248046875), ('less', -0.0288492850959301), (',', -1.747689962387085), (' and', -1.7579511404037476)]"
117,30,notice,IC,exp,Jan noticed the son who was unusually quiet and soft-spoken,"Jan noticed the son who was unusually quiet and soft-spoken, because", because,-6.895779609680176,"[('Jan', -9.159347534179688), (' noticed', -10.868102073669434), (' the', -2.4813108444213867), (' son', -9.463811874389648), (' who', -4.567317008972168), (' was', -1.4405335187911987), (' unusually', -8.541979789733887), (' quiet', -1.0071544647216797), (' and', -1.8169840574264526), (' soft', -6.8432207107543945), ('-sp', -0.7456895709037781), ('oken', -0.00014876213390380144), (',', -2.3375344276428223), (' because', -6.895779609680176)]"
118,30,jog,nonIC,exp,Jan jogged with the son who was unusually quiet and soft-spoken,"Jan jogged with the son who was unusually quiet and soft-spoken, because", because,-6.3286848068237305,"[('Jan', -9.159347534179688), (' jog', -15.482892036437988), ('ged', -3.515730619430542), (' with', -3.8521816730499268), (' the', -2.4914655685424805), (' son', -7.031767845153809), (' who', -5.405107498168945), (' was', -1.4217954874038696), (' unusually', -8.79673957824707), (' quiet', -1.2372363805770874), (' and', -1.8099051713943481), (' soft', -6.563942909240723), ('-sp', -1.411205768585205), ('oken', -0.00019524575327523053), (',', -1.9433825016021729), (' because', -6.3286848068237305)]"
119,30,notice,IC,nonexp,Jan noticed the son who was unusually quiet and soft-spoken,"Jan noticed the son who was unusually quiet and soft-spoken, and", and,-1.3823635578155518,"[('Jan', -9.159347534179688), (' noticed', -10.868102073669434), (' the', -2.4813108444213867), (' son', -9.463811874389648), (' who', -4.567317008972168), (' was', -1.4405335187911987), (' unusually', -8.541979789733887), (' quiet', -1.0071544647216797), (' and', -1.8169840574264526), (' soft', -6.8432207107543945), ('-sp', -0.7456895709037781), ('oken', -0.00014876213390380144), (',', -2.3375344276428223), (' and', -1.3823635578155518)]"
120,30,jog,nonIC,nonexp,Jan jogged with the son who was unusually quiet and soft-spoken,"Jan jogged with the son who was unusually quiet and soft-spoken, and", and,-1.900949239730835,"[('Jan', -9.159347534179688), (' jog', -15.482892036437988), ('ged', -3.515730619430542), (' with', -3.8521816730499268), (' the', -2.4914655685424805), (' son', -7.031767845153809), (' who', -5.405107498168945), (' was', -1.4217954874038696), (' unusually', -8.79673957824707), (' quiet', -1.2372363805770874), (' and', -1.8099051713943481), (' soft', -6.563942909240723), ('-sp', -1.411205768585205), ('oken', -0.00019524575327523053), (',', -1.9433825016021729), (' and', -1.900949239730835)]"
121,31,praise,IC,exp,Luke praised the tenants who were always nice and friendly to others,"Luke praised the tenants who were always nice and friendly to others, because", because,-4.881994724273682,"[('Luke', -10.40070915222168), (' praised', -12.803722381591797), (' the', -1.9586431980133057), (' tenants', -9.864355087280273), (' who', -2.5021915435791016), (' were', -2.1456429958343506), (' always', -6.676000595092773), (' nice', -7.316817283630371), (' and', -1.657649040222168), (' friendly', -3.2560160160064697), (' to', -0.8418064713478088), (' others', -4.462035655975342), (',', -1.5273054838180542), (' because', -4.881994724273682)]"
122,31,carpool,nonIC,exp,Luke carpooled with the tenants who were always nice and friendly to others,"Luke carpooled with the tenants who were always nice and friendly to others, because", because,-7.244106292724609,"[('Luke', -10.40070915222168), (' carp', -13.41148567199707), ('ooled', -8.113728523254395), (' with', -0.6861056685447693), (' the', -3.576127529144287), (' tenants', -10.930312156677246), (' who', -3.629405975341797), (' were', -1.8172178268432617), (' always', -7.304409980773926), (' nice', -4.527487277984619), (' and', -1.6866803169250488), (' friendly', -2.370352268218994), (' to', -1.8076740503311157), (' others', -5.934499263763428), (',', -2.1983745098114014), (' because', -7.244106292724609)]"
123,31,praise,IC,nonexp,Luke praised the tenants who were always nice and friendly to others,"Luke praised the tenants who were always nice and friendly to others, and", and,-1.3533024787902832,"[('Luke', -10.40070915222168), (' praised', -12.803722381591797), (' the', -1.9586431980133057), (' tenants', -9.864355087280273), (' who', -2.5021915435791016), (' were', -2.1456429958343506), (' always', -6.676000595092773), (' nice', -7.316817283630371), (' and', -1.657649040222168), (' friendly', -3.2560160160064697), (' to', -0.8418064713478088), (' others', -4.462035655975342), (',', -1.5273054838180542), (' and', -1.3533024787902832)]"
124,31,carpool,nonIC,nonexp,Luke carpooled with the tenants who were always nice and friendly to others,"Luke carpooled with the tenants who were always nice and friendly to others, and", and,-1.8210288286209106,"[('Luke', -10.40070915222168), (' carp', -13.41148567199707), ('ooled', -8.113728523254395), (' with', -0.6861056685447693), (' the', -3.576127529144287), (' tenants', -10.930312156677246), (' who', -3.629405975341797), (' were', -1.8172178268432617), (' always', -7.304409980773926), (' nice', -4.527487277984619), (' and', -1.6866803169250488), (' friendly', -2.370352268218994), (' to', -1.8076740503311157), (' others', -5.934499263763428), (',', -2.1983745098114014), (' and', -1.8210288286209106)]"
125,32,hate,IC,exp,Karen hates the followers who are pretentious and ego-centric,"Karen hates the followers who are pretentious and ego-centric, because", because,-4.331281661987305,"[('Karen', -10.473258972167969), (' hates', -11.607805252075195), (' the', -2.257169008255005), (' followers', -13.760076522827148), (' who', -2.4383058547973633), (' are', -2.500831365585327), (' pret', -8.536056518554688), ('entious', -0.2828912138938904), (' and', -0.950619101524353), (' ego', -6.6119537353515625), ('-centric', -1.563097596168518), (',', -2.0717852115631104), (' because', -4.331281661987305)]"
126,32,know,nonIC,exp,Karen knows the followers who are pretentious and ego-centric,"Karen knows the followers who are pretentious and ego-centric, because", because,-4.956869125366211,"[('Karen', -10.473258972167969), (' knows', -8.500324249267578), (' the', -2.413975238800049), (' followers', -12.32677936553955), (' who', -4.286041736602783), (' are', -1.9385554790496826), (' pret', -10.496637344360352), ('entious', -0.8126152157783508), (' and', -1.3292386531829834), (' ego', -6.337164878845215), ('-centric', -1.6206161975860596), (',', -1.8053802251815796), (' because', -4.956869125366211)]"
127,32,hate,IC,nonexp,Karen hates the followers who are pretentious and ego-centric,"Karen hates the followers who are pretentious and ego-centric, and", and,-1.447774887084961,"[('Karen', -10.473258972167969), (' hates', -11.607805252075195), (' the', -2.257169008255005), (' followers', -13.760076522827148), (' who', -2.4383058547973633), (' are', -2.500831365585327), (' pret', -8.536056518554688), ('entious', -0.2828912138938904), (' and', -0.950619101524353), (' ego', -6.6119537353515625), ('-centric', -1.563097596168518), (',', -2.0717852115631104), (' and', -1.447774887084961)]"
128,32,know,nonIC,nonexp,Karen knows the followers who are pretentious and ego-centric,"Karen knows the followers who are pretentious and ego-centric, and", and,-1.158536672592163,"[('Karen', -10.473258972167969), (' knows', -8.500324249267578), (' the', -2.413975238800049), (' followers', -12.32677936553955), (' who', -4.286041736602783), (' are', -1.9385554790496826), (' pret', -10.496637344360352), ('entious', -0.8126152157783508), (' and', -1.3292386531829834), (' ego', -6.337164878845215), ('-centric', -1.6206161975860596), (',', -1.8053802251815796), (' and', -1.158536672592163)]"
129,33,blame,IC,exp,Jack blamed the trainees who were running late,"Jack blamed the trainees who were running late, because", because,-3.780287981033325,"[('Jack', -9.425745010375977), (' blamed', -14.189029693603516), (' the', -2.0582711696624756), (' train', -7.4387431144714355), ('ees', -5.885915756225586), (' who', -3.8731775283813477), (' were', -1.9423630237579346), (' running', -5.025346755981445), (' late', -1.8291211128234863), (',', -2.723581552505493), (' because', -3.780287981033325)]"
130,33,gossip,nonIC,exp,Jack gossiped with the trainees who were running late,"Jack gossiped with the trainees who were running late, because", because,-4.704268455505371,"[('Jack', -9.425745010375977), (' g', -11.308735847473145), ('oss', -5.383639335632324), ('iped', -8.887925148010254), (' with', -1.4543300867080688), (' the', -2.488461494445801), (' train', -8.987750053405762), ('ees', -2.573448896408081), (' who', -3.8164234161376953), (' were', -1.256464958190918), (' running', -6.3933916091918945), (' late', -3.8833842277526855), (',', -1.972625494003296), (' because', -4.704268455505371)]"
131,33,blame,IC,nonexp,Jack blamed the trainees who were running late,"Jack blamed the trainees who were running late, and", and,-1.5806076526641846,"[('Jack', -9.425745010375977), (' blamed', -14.189029693603516), (' the', -2.0582711696624756), (' train', -7.4387431144714355), ('ees', -5.885915756225586), (' who', -3.8731775283813477), (' were', -1.9423630237579346), (' running', -5.025346755981445), (' late', -1.8291211128234863), (',', -2.723581552505493), (' and', -1.5806076526641846)]"
132,33,gossip,nonIC,nonexp,Jack gossiped with the trainees who were running late,"Jack gossiped with the trainees who were running late, and", and,-1.4262763261795044,"[('Jack', -9.425745010375977), (' g', -11.308735847473145), ('oss', -5.383639335632324), ('iped', -8.887925148010254), (' with', -1.4543300867080688), (' the', -2.488461494445801), (' train', -8.987750053405762), ('ees', -2.573448896408081), (' who', -3.8164234161376953), (' were', -1.256464958190918), (' running', -6.3933916091918945), (' late', -3.8833842277526855), (',', -1.972625494003296), (' and', -1.4262763261795044)]"
133,34,help,IC,exp,Sophia helped the students who were struggling with the class,"Sophia helped the students who were struggling with the class, because", because,-4.759127616882324,"[('Soph', -10.436531066894531), ('ia', -1.4881751537322998), (' helped', -8.974489212036133), (' the', -3.572572708129883), (' students', -4.3184614181518555), (' who', -4.239760875701904), (' were', -1.363568663597107), (' struggling', -3.4708809852600098), (' with', -0.918841540813446), (' the', -1.838688611984253), (' class', -5.244233131408691), (',', -3.2489755153656006), (' because', -4.759127616882324)]"
134,34,wait,nonIC,exp,Sophia waited with the students who were struggling with the class,"Sophia waited with the students who were struggling with the class, because", because,-5.493392467498779,"[('Soph', -10.436531066894531), ('ia', -1.4881751537322998), (' waited', -11.05355453491211), (' with', -4.147686958312988), (' the', -2.20996356010437), (' students', -5.924635410308838), (' who', -3.543440341949463), (' were', -1.3136799335479736), (' struggling', -6.358041286468506), (' with', -1.2765283584594727), (' the', -1.2964859008789062), (' class', -5.525811195373535), (',', -2.680572986602783), (' because', -5.493392467498779)]"
135,34,help,IC,nonexp,Sophia helped the students who were struggling with the class,"Sophia helped the students who were struggling with the class, and", and,-1.4062950611114502,"[('Soph', -10.436531066894531), ('ia', -1.4881751537322998), (' helped', -8.974489212036133), (' the', -3.572572708129883), (' students', -4.3184614181518555), (' who', -4.239760875701904), (' were', -1.363568663597107), (' struggling', -3.4708809852600098), (' with', -0.918841540813446), (' the', -1.838688611984253), (' class', -5.244233131408691), (',', -3.2489755153656006), (' and', -1.4062950611114502)]"
136,34,wait,nonIC,nonexp,Sophia waited with the students who were struggling with the class,"Sophia waited with the students who were struggling with the class, and", and,-1.9919886589050293,"[('Soph', -10.436531066894531), ('ia', -1.4881751537322998), (' waited', -11.05355453491211), (' with', -4.147686958312988), (' the', -2.20996356010437), (' students', -5.924635410308838), (' who', -3.543440341949463), (' were', -1.3136799335479736), (' struggling', -6.358041286468506), (' with', -1.2765283584594727), (' the', -1.2964859008789062), (' class', -5.525811195373535), (',', -2.680572986602783), (' and', -1.9919886589050293)]"
137,35,reproach,IC,exp,Noah reproached the assistants who were reluctant to take responsibility,"Noah reproached the assistants who were reluctant to take responsibility, because", because,-3.154512405395508,"[('No', -7.338672161102295), ('ah', -4.064788818359375), (' repro', -16.125473022460938), ('ached', -1.9155430793762207), (' the', -1.9851224422454834), (' assistants', -13.470044136047363), (' who', -3.1187548637390137), (' were', -1.371875286102295), (' reluctant', -8.614530563354492), (' to', -0.05714653432369232), (' take', -3.6115338802337646), (' responsibility', -4.4840312004089355), (',', -3.320850372314453), (' because', -3.154512405395508)]"
138,35,visit,nonIC,exp,Noah visited the assistants who were reluctant to take responsibility,"Noah visited the assistants who were reluctant to take responsibility, because", because,-3.950890302658081,"[('No', -7.338672161102295), ('ah', -4.064788818359375), (' visited', -9.216639518737793), (' the', -1.4653626680374146), (' assistants', -14.555825233459473), (' who', -4.233729839324951), (' were', -1.6801527738571167), (' reluctant', -9.908048629760742), (' to', -0.19465118646621704), (' take', -3.5116469860076904), (' responsibility', -5.044466018676758), (',', -3.0981955528259277), (' because', -3.950890302658081)]"
139,35,reproach,IC,nonexp,Noah reproached the assistants who were reluctant to take responsibility,"Noah reproached the assistants who were reluctant to take responsibility, and", and,-1.5675544738769531,"[('No', -7.338672161102295), ('ah', -4.064788818359375), (' repro', -16.125473022460938), ('ached', -1.9155430793762207), (' the', -1.9851224422454834), (' assistants', -13.470044136047363), (' who', -3.1187548637390137), (' were', -1.371875286102295), (' reluctant', -8.614530563354492), (' to', -0.05714653432369232), (' take', -3.6115338802337646), (' responsibility', -4.4840312004089355), (',', -3.320850372314453), (' and', -1.5675544738769531)]"
140,35,visit,nonIC,nonexp,Noah visited the assistants who were reluctant to take responsibility,"Noah visited the assistants who were reluctant to take responsibility, and", and,-1.4652373790740967,"[('No', -7.338672161102295), ('ah', -4.064788818359375), (' visited', -9.216639518737793), (' the', -1.4653626680374146), (' assistants', -14.555825233459473), (' who', -4.233729839324951), (' were', -1.6801527738571167), (' reluctant', -9.908048629760742), (' to', -0.19465118646621704), (' take', -3.5116469860076904), (' responsibility', -5.044466018676758), (',', -3.0981955528259277), (' and', -1.4652373790740967)]"
141,36,pacify,IC,exp,Charlotte pacified the patients who were anxiously waiting for the treatments,"Charlotte pacified the patients who were anxiously waiting for the treatments, because", because,-5.266852378845215,"[('Charlotte', -10.501594543457031), (' pac', -15.185545921325684), ('ified', -3.6631269454956055), (' the', -2.8435862064361572), (' patients', -9.476006507873535), (' who', -2.6374459266662598), (' were', -1.5394362211227417), (' anx', -7.228321075439453), ('iously', -0.012964366003870964), (' waiting', -0.6272042989730835), (' for', -0.7135886549949646), (' the', -1.0472913980484009), (' treatments', -8.403458595275879), (',', -2.5485458374023438), (' because', -5.266852378845215)]"
142,36,greet,nonIC,exp,Charlotte greeted the patients who were anxiously waiting for the treatments,"Charlotte greeted the patients who were anxiously waiting for the treatments, because", because,-7.1106438636779785,"[('Charlotte', -10.501594543457031), (' greeted', -12.904810905456543), (' the', -2.809243679046631), (' patients', -7.893991947174072), (' who', -3.399805784225464), (' were', -1.61843740940094), (' anx', -7.388311386108398), ('iously', -0.0010156240314245224), (' waiting', -0.8321431875228882), (' for', -1.0801869630813599), (' the', -2.0217511653900146), (' treatments', -6.78041934967041), (',', -2.851759433746338), (' because', -7.1106438636779785)]"
143,36,pacify,IC,nonexp,Charlotte pacified the patients who were anxiously waiting for the treatments,"Charlotte pacified the patients who were anxiously waiting for the treatments, and", and,-1.6543532609939575,"[('Charlotte', -10.501594543457031), (' pac', -15.185545921325684), ('ified', -3.6631269454956055), (' the', -2.8435862064361572), (' patients', -9.476006507873535), (' who', -2.6374459266662598), (' were', -1.5394362211227417), (' anx', -7.228321075439453), ('iously', -0.012964366003870964), (' waiting', -0.6272042989730835), (' for', -0.7135886549949646), (' the', -1.0472913980484009), (' treatments', -8.403458595275879), (',', -2.5485458374023438), (' and', -1.6543532609939575)]"
144,36,greet,nonIC,nonexp,Charlotte greeted the patients who were anxiously waiting for the treatments,"Charlotte greeted the patients who were anxiously waiting for the treatments, and", and,-1.4897007942199707,"[('Charlotte', -10.501594543457031), (' greeted', -12.904810905456543), (' the', -2.809243679046631), (' patients', -7.893991947174072), (' who', -3.399805784225464), (' were', -1.61843740940094), (' anx', -7.388311386108398), ('iously', -0.0010156240314245224), (' waiting', -0.8321431875228882), (' for', -1.0801869630813599), (' the', -2.0217511653900146), (' treatments', -6.78041934967041), (',', -2.851759433746338), (' and', -1.4897007942199707)]"
145,37,detest,IC,exp,Evelyn detests the supporters who have unrealistic requests,"Evelyn detests the supporters who have unrealistic requests, because", because,-5.158154487609863,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' det', -14.448062896728516), ('ests', -2.005459785461426), (' the', -1.7009164094924927), (' supporters', -13.577676773071289), (' who', -2.99267578125), (' have', -3.201482057571411), (' unrealistic', -11.550281524658203), (' requests', -9.283909797668457), (',', -2.9277822971343994), (' because', -5.158154487609863)]"
146,37,work,nonIC,exp,Evelyn works with the supporters who have unrealistic requests,"Evelyn works with the supporters who have unrealistic requests, because", because,-5.777734756469727,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' works', -9.361174583435059), (' with', -1.6763724088668823), (' the', -2.4588842391967773), (' supporters', -10.948771476745605), (' who', -4.420784950256348), (' have', -2.300786256790161), (' unrealistic', -12.654897689819336), (' requests', -7.914492130279541), (',', -2.2610723972320557), (' because', -5.777734756469727)]"
147,37,detest,IC,nonexp,Evelyn detests the supporters who have unrealistic requests,"Evelyn detests the supporters who have unrealistic requests, and", and,-1.6769969463348389,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' det', -14.448062896728516), ('ests', -2.005459785461426), (' the', -1.7009164094924927), (' supporters', -13.577676773071289), (' who', -2.99267578125), (' have', -3.201482057571411), (' unrealistic', -11.550281524658203), (' requests', -9.283909797668457), (',', -2.9277822971343994), (' and', -1.6769969463348389)]"
148,37,work,nonIC,nonexp,Evelyn works with the supporters who have unrealistic requests,"Evelyn works with the supporters who have unrealistic requests, and", and,-2.0404109954833984,"[('E', -6.440104961395264), ('vel', -5.44320011138916), ('yn', -0.2180185616016388), (' works', -9.361174583435059), (' with', -1.6763724088668823), (' the', -2.4588842391967773), (' supporters', -10.948771476745605), (' who', -4.420784950256348), (' have', -2.300786256790161), (' unrealistic', -12.654897689819336), (' requests', -7.914492130279541), (',', -2.2610723972320557), (' and', -2.0404109954833984)]"
